,sentiment,tweet
260307,0,Missing out on Manhattanhenge 
697479,0,woah it is smaller than guernsey airport! with delays 
622968,0,"@katerz20 dude, rob pattinson got hit by a cab yesterday... poor him "
943393,4,@kateva Figured that; it was a late night. I'd DM back to you but you don't follow me. 
797563,0,@jimmysmithtrain yep! Its acting super weird for me! 
317086,0,Ok time to do some more work... wait its 9:30pm not 9:30am isnt it... something wrong about this whole situation 
99551,0,@vikki_stargirl I need to do that. boo  Lost my job because of the 'recession' now i'm skint all the time.
398718,0,mmmmmtired. going to have a bath then eat fajitas. no time to nap i don't think 
1368559,4,@BigShotDoc well thanks for followin me. u wont be disappointed  lol
208831,0,"@musicxisxlifex you don't live on Grand Island, unfortunately  so we can't hang out, even though I'd LOVE to "
570134,0,@heyaimeee I honestly don't have it. 
302959,0,@lizzybabiiee i'm broke too  too many darn bills man
1211368,4,@chrisdjmoyles mornin' !  do get a mention now too aye?  i think i should!  x
196264,0,@Pixicns  you could always come back and hang with Ric and Angelo
479086,0,"Last media arts w/ @dcedillo  omg I'm gonna miss her sososo muchhh. She's sexy,bye."
1074671,4,so yeah i wouldnt faint and i will just go and ask questions abt their agents and you know treat them like normal people 
256626,0,My mommy says I twitter too much. 
570227,0,I'm going to sleep... Need to get up and study tomorrow 
941555,4,"@thequotemaster Pay for the books? Yeah, they're already paid for - that's why I'm getting them so soon. "
1117655,4,just had the cauuuutest waiter flirt with me 
1389333,4,@candicotton That's a very special date... that's my niece's birthday! 
512412,0,Where you at mane?? Guess you went to sleep. No...... You're on TWITTER! 
724394,0,"Yeah...  First break-up, not fun...  "
1200150,4,@emilytasticz0rz I was at Schlotzsky's  yesterday 
137329,0,@gem_ren can't on the drive home 
1063450,4,whew! the eggs are fine. thanks @justreallygood and @robynnadine for the encouragment 
1450716,4,but I have to get up in a min as we are going out ... to the cinema to see Terminator ... I'm looking forward to it 
910990,4,SUPER BUENO FTW!!! I am so proud of you guys. 
147588,0,@Enigmatist sounds better than my oatcakes and coffee with soya!! Trying to get weight down again BOO! 
1473990,4,@DonnieWahlberg you're awesome ! 
1567871,4,@danachis And to combat this insomnia with a glass from the box. 
1474665,4,@Shoq  It wasn't widely reported. We try tocatch the sneaky little things that slip thru the cracks.
1594177,4,@Pam_jo *sigh* yes.....  you still at work? I'm watching lipstick jungle..
115307,0,Hope your day is spent having laughter and fun with your family! I'm working and miss my son terribly ... 
154092,0,@LaBreaB Boys are whack. I'm sorry your boy sucks 
322375,0,@j_navarra  I don't like those words &quot;horribly expensive&quot;. I'm thinking of doing a #ContikiTour when I go. http://contiki.com/tours
599043,0,@celtic no link there 
1053451,4,sorry about all my tweets last night 
1526269,4,"oh well, that's the whole thing that happened this yesterday. lol. I gotta go now and work with my paper works. so see yah!!! "
1438004,4,@comefilljulia Would you please follow me back? 
833629,4,@m0po your the magical house fairy my mum always used to wish would clean the house when she went out  you brought that one on youself
1542685,4,@dirrtyredd LA  **was dancin and old dude would not get off my foot even when I pointed it out that he was on it!! *smh
802399,4,@Candacegirrl Thank God I don't have to take bio! 
190094,0,@joshnabbott No kidding. Hug your parents. 
467335,0,@MaximMag where can i see the winners please? the link isn't working 
806164,4,is a twitter noob 
845707,4,"@mileycyrus Hang in there, you can do it "
1161993,4,@slightlyfamous what? your vacation started already! I must have missed all your countdown 
980292,4,"@shestaylautners iyaaa, daripd sama taylormomsen in the first season. I hate her,shes so bitchyy. tp di season 2 she has cute haircut "
1593966,4,"If you have any storm photos, twitpic them! You may see them on tonight's newscast. "
1264096,4,@Double__J Joeeee! Hey buddy. Pssttt you should get on MSN.  Love youu!!
908082,4,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title 
1534999,4,IS IN NEED OF A POWER NAP 
859936,4,Getting ready for the big move tomorrow! 
1497952,4,"I'm going to go see up again, girls night out!! "
1362804,4,i feel like dancing! anyone wanna join me? 
124019,0,have a tummy ache 
791087,0,@wimjimjam gaaaah i replied but it didn't show up  naaw. I originally said...you have aircon 
355632,0,really wants to follow Robert Pattinson but twitter wont let me 
1301280,4,@mothsailor  Thank you
1476517,4,i was happy my best friend she because she has new bf 
67789,0,trying to sleep...too much on my mind so it's not going too well   o well off to try again hope everyone has a great week! swt dreams xoxo
373660,0,says follow my photography twitter! Search JLeeImages I couldn't use JLeePhotography because it was already taken 
1215876,4,"@PhilDaub I'm actually planning to read that after The Kite Runner. Also, thanks for the heads up about more crying. "
534106,0,looks like its about to rain. bah i was enjoying the sun filling my room  i hate the gloom of rain clouds. makes me sleepy
247373,0,@lexiitgirl awwwww sorry to hear that 
174360,0,Back to Work 
978368,4,every time I hear s/one soapboxing about MPs expenses I get Alan B'Stard in my head &amp; it makes me giggle; I know it shouldn't but it does 
247889,0,board out of my mind today   please help meeeeeeeeee
1225007,4,@kixes Why scary? I'm looking forward to reaching my 2/3 mark! 
995857,4,@Agent_M Does it have MP? I was looking at buying it today. Almost looks as good as the film 
636345,0,soo massively tired...idk why im still upp  goodnight
663253,0,"REMINDER: You MUST be registered and activated at trackle.com and tweet #trackle by 2:30pm PDT, yesterdays winner didn't register in time "
575848,0,"feeling very temporary and frustrated today, can't something good happen I mean really this is getting rediculous "
738988,0, stressed!
609162,0,"Trying to understand karma: this morning i stopped and removed a box turtle from the road to save it, then later killed one while mowing  "
1416742,4,@hank1914 sent.  
850857,4,@katenash12  your awesome Kate atm i have merry happy stuck in my head  im loving the weather an yourself?
1047640,4,oh what the hell a little of flirting never hurt anyone. 
6658,0,my phone and fb are going crazy with all the b'day wishes.. Can't believe I'm a year older... 
1360087,4,"@HorrorNewsNet Already the proud owner of one, the wife makes a great brain in sickly grey via some clever food coloring. "
647565,0,"Just got a weird text that my cruise tomorrow is delayed, I can't board for 7 hours after I thought I was going to... "
605816,0,@Etiquette_etc i have that too  Im getting over it though.
1067361,4,gerard really should have named his baby vagina lee way 
1489066,4,i miss teedra moses. complex simplicity piecrcing thru my head right now. 
50561,0,whyyyyy am i awake so early? 
1071475,4,@RealLamarOdom GOOD LUCK ON THA GAME 2NITE LAMAR!!!! LET'S END THA SERIES 2NITE!!!! GO LAKERS!!! 
610561,0,@kaytay612 It seems like we're never going to get a beach day this summer!! 
342315,0,@ayravillanueva awww! i want it too.. but no class... so no allowance....so no money 
1215173,4,"bed time, for real this time.  &lt;3"
724276,0,6:00 is gonna come way too soon 
781614,0,somebody help me with my maths! 
1035546,4,Up late watching sports 
1278488,4,Haha. Now I know why I'm happy about the rain  It's cause i can drink hot choco again. Haha  I love hot choco. ♥
915266,4,@a_tall_blonde   ~~Hello~~~  and thanks for the follow.   
781463,0,I just stung my arm on stinging nettles 
709063,0,@asinclairharris i know when it was in the cinima i was ment to go but no one wanted to 
895297,4,We discovered today that Gabriel doesn't like grass. 
335892,0,why am i up so early 
162227,0,@TylerHarrell do you really smoke??? 
1111381,4,@megxcanxfly I just saw your msg! Sry! And yeaah! We sure do! When2? 
335736,0,@DebbieFletcher Yes you will mrs. Fletcher! LOL I hope you make tom reply to me 'cause I really love him and He hasn't replied to me yet. 
624620,0,i burned my finger!!  sheesh that hurt &amp;&amp; it brought back nightmares from sugar class when i burnt all 10 of my finger tips off..
1200224,4,@ajchevalier oh ok. That's good. I wish you luck with all that 
1046466,4,"@atchoo you go, my girl! that's the foremost reason why i love you  re: me being me"
1565771,4,@cjrw good morning to you too  #sltc09. Note: this is real tweet not a futretweet!!
37458,0,is hot. hot. hot.  it's not even summer yet.
1547828,4,@ujinc Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1586687,4,@erinzaerya thanks for follow 
1193789,4,Swimming at my house with alex and listening to jesse mac 
1224451,4,"oh btw, had 2 go 2 uni yesterday ... classes on sunday, r they crazy? but I went to Simatai afterwards "
709566,0,"@captainjackmad forum moding is hard work, I'm an admin else where and that's hard work!! We had problems with spammers "
1180549,4,Done studying for today! Woo hoo! Going to clean Charlie's cage now 
3916,0,working on words next to the friendly AIR install button to reassure user that scary install dialog is ok (certificate is not enough) 
1068587,4,"Out with sarah, nichole, and summer "
1128486,4,"@PAN1F Hello, Mother Hubbard! "
1137835,4,Watching The Simple Life 2 
1364764,4,@ TaylorRMarshall thanks for checking out my twits hope you like what you see 
1546883,4,@tjholthaus hello. have a great summer with your grand daughter 
1564643,4,@EricNorthman  ROFLMAO thats why your are funny and cute 
946261,4,"@robluketic Thank you for the sweet hello Rob. If you ever need a home cooked meal, I'm your girl "
831263,4,omg just dropped in a drum loop into Signals and it imediately lifts off... have to redo all the guitars now to match but this is GOLD 
1465971,4,"determined to beat this depression : sun is out, poppy is lively, http://sandvich.org is refined and still making me chuckle  stats added."
1552281,4,@schaiane Did you like it Ane? I'm kind addictive to her albuns 
61945,0,Drivin To New York. (Long Drive) and My phone is dying 
615159,0,@Ahmaeya ahhhhhhhhhhh! Oh no!!!! So bad day?  Grrrrrrrrr. So we going yes or no? Lol
1256319,4,@CaressLepore I'll make it and reserve it for you tonight.  
1549797,4,jamming out to @RegretNight...if you don't know who they are then you are missing out on a bomb band! 
1275111,4,@NEEFFRESH   De Nada any time.
1093857,4,yesterday was gr8 
235139,0,@poor_dog the link doesn't work ka 
860082,4,@eliazarputera Thanks for the Follow Friday 
1249087,4,"so. bored. f*ck stupid finals. 6 days baby, then im officially not a freshie anymore "
121230,0,just learned the hard way that Lightroom's setting to write changes to an XMP file are CATALOG-specific 
1325903,4,@PerryBelcher I like Bing too  Playing round with it yesterday..Its cool!
478279,0,There's a woman on our flight who could easily use 2 seats  She's motivating me to never eat again.
809388,4,I LOVE sleeping until I'm FINISHED!  
804701,4,@jackhii n i got yr pic posing in the server room .. 
513615,0,@SandraPersson Yeah.  It's raining here.
1312006,4,I think im out for the night? xooxoxox 
824392,4,@chelsea_playboy wear that purple onee you have. i like it. and it looks pretty on yooou 
946844,4,watching last chance harvey   modern day an affair to remember   frustratingly enjoyable!
1537936,4,"@jeremyteocx But that's just me though, other people love it, great for portraits "
1464551,4,really bord... listeeninggg to the new JLS single.. beat againnnn ♥♥ LOVE ittt  ♥♥♥♥♥ xxx
1245058,4,"@realmfox You looked Hott, you always do! "
1078267,4,@selmgomez you should wear a disguise! I think that's how you spell it? Like how Raven on That's So Raven used to! 
1407773,4,@ACC_ Sicily sounds like a cool place! 
18252,0,Grr so tired (and i don't know why I update i have no followers  )
232822,0,@Tigorasou http://www.ferarro.blogspot.com/ is a great pally website....but it seems we have been mislead a bit over the last 3 years 
